id_obra,chuva_mm
CCbjj-31750,30
CCbjj-31751,434
CCbjj-31752,45
CCbjj-31753,462
CCbjj-31754,442
CCbjj-31755,245
CCbjj-31756,112
CCbjj-31757,120
CCbjj-31758,269
CCbjj-31759,204
CCbjj-31760,158
CCbjj-31761,120
CCbjj-31762,171
CCbjj-31763,360
CCbjj-31764,285
CCbjj-31765,116
CCbjj-31766,332
CCbjj-31767,217
CCbjj-31768,113
CCbjj-31769,146
CCbjj-31770,285
CCbjj-31771,55
CCbjj-31772,303
CCbjj-31773,193
CCbjj-31774,251
CCbjj-31775,466
CCbjj-31776,225
CCbjj-31777,368
CCbjj-31778,91
CCbjj-31779,226
CCbjj-31780,479
CCbjj-31781,167
CCbjj-31782,471
CCbjj-31783,334
CCbjj-31784,136
CCbjj-31785,212
CCbjj-31786,72
CCbjj-31787,104
CCbjj-31788,80
CCbjj-31789,179
CCbjj-31790,328
CCbjj-31791,293
CCbjj-31792,411
CCbjj-31793,32
CCbjj-31794,198
CCbjj-31795,82
CCbjj-31796,453
CCbjj-31797,471
CCbjj-31798,175
CCbjj-31799,335
CCbjj-31800,499
CCbjj-31801,40
CCbjj-31802,479
CCbjj-31803,179
CCbjj-31804,390
CCbjj-31805,92
CCbjj-31806,144
CCbjj-31807,236
CCbjj-31808,165
CCbjj-31809,112
CCbjj-31810,102
CCbjj-31811,98
CCbjj-31812,357
CCbjj-31813,254
CCbjj-31814,142
CCbjj-31815,44
CCbjj-31816,428
CCbjj-31817,390
CCbjj-31818,292
CCbjj-31819,242
CCbjj-31820,139
CCbjj-31821,439
CCbjj-31822,350
CCbjj-31823,464
CCbjj-31824,375
CCbjj-31825,439
CCbjj-31826,155
CCbjj-31827,377
CCbjj-31828,38
CCbjj-31829,183
CCbjj-31830,400
CCbjj-31831,490
CCbjj-31832,34
CCbjj-31833,139
CCbjj-31834,303
CCbjj-31835,82
CCbjj-31836,436
CCbjj-31837,249
CCbjj-31838,226
CCbjj-31839,346
CCbjj-31840,120
CCbjj-31841,497
CCbjj-31842,257
CCbjj-31843,191
CCbjj-31844,107
CCbjj-31845,204
CCbjj-31846,483
CCbjj-31847,312
CCbjj-31848,415
CCbjj-31849,38
CCbjj-31850,232
CCbjj-31851,339
CCbjj-31852,162
CCbjj-31853,232
CCbjj-31854,32
CCbjj-31855,375
CCbjj-31856,427
CCbjj-31857,294
CCbjj-31858,240
CCbjj-31859,238
CCbjj-31860,462
CCbjj-31861,87
CCbjj-31862,395
CCbjj-31863,363
CCbjj-31864,167
CCbjj-31865,410
CCbjj-31866,420
CCbjj-31867,170
CCbjj-31868,320
CCbjj-31869,218
CCbjj-31870,380
CCbjj-31871,67
CCbjj-31872,263
CCbjj-31873,194
CCbjj-31874,99
CCbjj-31875,37
CCbjj-31876,246
CCbjj-31877,98
CCbjj-31878,359
CCbjj-31879,308
CCbjj-31880,414
CCbjj-31881,298
CCbjj-31882,130
CCbjj-31883,439
CCbjj-31884,112
CCbjj-31885,119
CCbjj-31886,473
CCbjj-31887,397
CCbjj-31888,79
CCbjj-31889,208
CCbjj-31890,406
CCbjj-31891,86
CCbjj-31892,479
CCbjj-31893,476
CCbjj-31894,70
CCbjj-31895,496
CCbjj-31896,361
CCbjj-31897,265
CCbjj-31898,64
CCbjj-31899,253
CCbjj-31900,466
CCbjj-31901,106
CCbjj-31902,478
CCbjj-31903,318
CCbjj-31904,210
CCbjj-31905,33
CCbjj-31906,149
CCbjj-31907,287
CCbjj-31908,37
CCbjj-31909,109
CCbjj-31910,307
CCbjj-31911,231
CCbjj-31912,102
CCbjj-31913,408
CCbjj-31914,275
CCbjj-31915,484
CCbjj-31916,261
CCbjj-31917,410
CCbjj-31918,238
CCbjj-31919,315
CCbjj-31920,104
CCbjj-31921,456
CCbjj-31922,212
CCbjj-31923,300
CCbjj-31924,356
CCbjj-31925,90
CCbjj-31926,352
CCbjj-31927,180
CCbjj-31928,312
CCbjj-31929,123
CCbjj-31930,461
CCbjj-31931,474
CCbjj-31932,45
CCbjj-31933,171
CCbjj-31934,465
CCbjj-31935,115
CCbjj-31936,399
CCbjj-31937,433
CCbjj-31938,295
CCbjj-31939,87
CCbjj-31940,314
CCbjj-31941,161
CCbjj-31942,235
CCbjj-31943,418
CCbjj-31944,67
CCbjj-31945,97
CCbjj-31946,232
CCbjj-31947,403
CCbjj-31948,41
CCbjj-31949,81
CCbjj-31950,380
CCbjj-31951,360
CCbjj-31952,260
CCbjj-31953,360
CCbjj-31954,100
CCbjj-31955,405
CCbjj-31956,351
CCbjj-31957,350
CCbjj-31958,118
CCbjj-31959,358
CCbjj-31960,75
CCbjj-31961,145
CCbjj-31962,385
CCbjj-31963,378
CCbjj-31964,295
CCbjj-31965,120
CCbjj-31966,48
CCbjj-31967,368
CCbjj-31968,146
CCbjj-31969,146
CCbjj-31970,305
CCbjj-31971,442
CCbjj-31972,146
CCbjj-31973,480
CCbjj-31974,307
CCbjj-31975,213
CCbjj-31976,499
CCbjj-31977,52
CCbjj-31978,453
CCbjj-31979,404
CCbjj-31980,247
CCbjj-31981,460
CCbjj-31982,146
CCbjj-31983,220
CCbjj-31984,371
CCbjj-31985,451
CCbjj-31986,166
CCbjj-31987,498
CCbjj-31988,129
CCbjj-31989,207
CCbjj-31990,218
CCbjj-31991,257
CCbjj-31992,381
CCbjj-31993,381
CCbjj-31994,155
CCbjj-31995,255
CCbjj-31996,346
CCbjj-31997,436
CCbjj-31998,55
CCbjj-31999,147
CCbjj-32000,493
CCbjj-32001,259
CCbjj-32002,270
CCbjj-32003,32
CCbjj-32004,223
CCbjj-32005,193
CCbjj-32006,358
CCbjj-32007,408
CCbjj-32008,245
CCbjj-32009,458
CCbjj-32010,484
CCbjj-32011,119
CCbjj-32012,331
CCbjj-32013,350
CCbjj-32014,134
CCbjj-32015,394
CCbjj-32016,134
CCbjj-32017,448
CCbjj-32018,367
CCbjj-32019,243
CCbjj-32020,234
CCbjj-32021,429
CCbjj-32022,76
CCbjj-32023,144
CCbjj-32024,378
CCbjj-32025,306
CCbjj-32026,422
CCbjj-32027,233
CCbjj-32028,293
CCbjj-32029,359
CCbjj-32030,204
CCbjj-32031,241
CCbjj-32032,237
CCbjj-32033,455
CCbjj-32034,394
CCbjj-32035,424
CCbjj-32036,86
CCbjj-32037,269
CCbjj-32038,491
CCbjj-32039,380
CCbjj-32040,412
CCbjj-32041,453
CCbjj-32042,272
CCbjj-32043,191
CCbjj-32044,417
CCbjj-32045,207
CCbjj-32046,279
CCbjj-32047,333
CCbjj-32048,420
CCbjj-32049,413
CCbjj-32050,199
CCbjj-32051,131
CCbjj-32052,478
CCbjj-32053,335
CCbjj-32054,151
CCbjj-32055,75
CCbjj-32056,373
CCbjj-32057,71
CCbjj-32058,121
CCbjj-32059,309
CCbjj-32060,362
CCbjj-32061,259
CCbjj-32062,167
CCbjj-32063,311
CCbjj-32064,411
CCbjj-32065,404
CCbjj-32066,415
CCbjj-32067,254
CCbjj-32068,377
CCbjj-32069,376
CCbjj-32070,227
CCbjj-32071,218
CCbjj-32072,471
CCbjj-32073,280
CCbjj-32074,80
CCbjj-32075,110
CCbjj-32076,285
CCbjj-32077,364
CCbjj-32078,203
CCbjj-32079,32
CCbjj-32080,359
CCbjj-32081,378
CCbjj-32082,100
CCbjj-32083,335
CCbjj-32084,65
CCbjj-32085,209
CCbjj-32086,73
CCbjj-32087,115
CCbjj-32088,299
CCbjj-32089,223
CCbjj-32090,206
CCbjj-32091,483
CCbjj-32092,112
CCbjj-32093,184
CCbjj-32094,483
CCbjj-32095,31
CCbjj-32096,106
CCbjj-32097,76
CCbjj-32098,217
CCbjj-32099,167
CCbjj-32100,218
CCbjj-32101,325
CCbjj-32102,34
CCbjj-32103,299
CCbjj-32104,252
CCbjj-32105,118
CCbjj-32106,227
CCbjj-32107,361
CCbjj-32108,480
CCbjj-32109,140
CCbjj-32110,271
CCbjj-32111,180
CCbjj-32112,478
CCbjj-32113,108
CCbjj-32114,270
CCbjj-32115,106
CCbjj-32116,451
CCbjj-32117,171
CCbjj-32118,432
CCbjj-32119,166
CCbjj-32120,377
CCbjj-32121,318
CCbjj-32122,318
CCbjj-32123,458
CCbjj-32124,324
CCbjj-32125,318
CCbjj-32126,33
CCbjj-32127,367
CCbjj-32128,311
CCbjj-32129,54
CCbjj-32130,256
CCbjj-32131,275
CCbjj-32132,388
CCbjj-32133,239
CCbjj-32134,446
CCbjj-32135,431
CCbjj-32136,405
CCbjj-32137,442
CCbjj-32138,262
CCbjj-32139,421
CCbjj-32140,462
CCbjj-32141,95
CCbjj-32142,481
CCbjj-32143,364
CCbjj-32144,229
CCbjj-32145,123
CCbjj-32146,332
CCbjj-32147,150
CCbjj-32148,196
CCbjj-32149,245
CCbjj-32150,390
CCbjj-32151,221
CCbjj-32152,273
CCbjj-32153,169
CCbjj-32154,65
CCbjj-32155,43
CCbjj-32156,336
CCbjj-32157,212
CCbjj-32158,363
CCbjj-32159,413
CCbjj-32160,185
CCbjj-32161,72
CCbjj-32162,177
CCbjj-32163,426
CCbjj-32164,203
CCbjj-32165,458
CCbjj-32166,110
CCbjj-32167,59
CCbjj-32168,461
CCbjj-32169,133
CCbjj-32170,430
CCbjj-32171,329
CCbjj-32172,153
CCbjj-32173,112
CCbjj-32174,102
CCbjj-32175,200
CCbjj-32176,93
CCbjj-32177,153
CCbjj-32178,158
CCbjj-32179,334
CCbjj-32180,304
CCbjj-32181,138
CCbjj-32182,297
CCbjj-32183,148
CCbjj-32184,265
CCbjj-32185,57
CCbjj-32186,138
CCbjj-32187,444
CCbjj-32188,345
CCbjj-32189,234
CCbjj-32190,274
CCbjj-32191,136
CCbjj-32192,82
CCbjj-32193,466
CCbjj-32194,40
CCbjj-32195,425
CCbjj-32196,244
CCbjj-32197,87
CCbjj-32198,147
CCbjj-32199,76
CCbjj-32200,122
CCbjj-32201,92
CCbjj-32202,422
CCbjj-32203,43
CCbjj-32204,480
CCbjj-32205,413
CCbjj-32206,36
CCbjj-32207,419
CCbjj-32208,448
CCbjj-32209,248
CCbjj-32210,468
CCbjj-32211,441
CCbjj-32212,308
CCbjj-32213,423
CCbjj-32214,366
CCbjj-32215,339
CCbjj-32216,91
CCbjj-32217,300
CCbjj-32218,427
CCbjj-32219,296
CCbjj-32220,340
CCbjj-32221,122
CCbjj-32222,431
CCbjj-32223,55
CCbjj-32224,76
CCbjj-32225,246
CCbjj-32226,453
CCbjj-32227,456
CCbjj-32228,478
CCbjj-32229,288
CCbjj-32230,304
CCbjj-32231,424
CCbjj-32232,377
CCbjj-32233,413
CCbjj-32234,400
CCbjj-32235,367
CCbjj-32236,210
CCbjj-32237,427
CCbjj-32238,106
CCbjj-32239,368
CCbjj-32240,329
CCbjj-32241,464
CCbjj-32242,61
CCbjj-32243,328
CCbjj-32244,446
CCbjj-32245,35
CCbjj-32246,187
CCbjj-32247,103
CCbjj-32248,187
CCbjj-32249,102
CCbjj-32250,163
CCbjj-32251,157
CCbjj-32252,266
CCbjj-32253,355
CCbjj-32254,241
CCbjj-32255,238
CCbjj-32256,415
CCbjj-32257,31
CCbjj-32258,39
CCbjj-32259,90
CCbjj-32260,30
CCbjj-32261,319
CCbjj-32262,268
CCbjj-32263,274
CCbjj-32264,321
CCbjj-32265,197
CCbjj-32266,400
CCbjj-32267,433
CCbjj-32268,253
CCbjj-32269,85
CCbjj-32270,46
CCbjj-32271,345
CCbjj-32272,196
CCbjj-32273,499
CCbjj-32274,162
CCbjj-32275,350
CCbjj-32276,252
CCbjj-32277,47
CCbjj-32278,98
CCbjj-32279,91
CCbjj-32280,374
CCbjj-32281,356
CCbjj-32282,427
CCbjj-32283,420
CCbjj-32284,123
CCbjj-32285,430
CCbjj-32286,426
CCbjj-32287,437
CCbjj-32288,348
CCbjj-32289,425
CCbjj-32290,175
CCbjj-32291,180
CCbjj-32292,435
CCbjj-32293,54
CCbjj-32294,329
CCbjj-32295,310
CCbjj-32296,129
CCbjj-32297,434
CCbjj-32298,141
CCbjj-32299,314
CCbjj-32300,89
CCbjj-32301,421
CCbjj-32302,142
CCbjj-32303,147
CCbjj-32304,34
CCbjj-32305,223
CCbjj-32306,209
CCbjj-32307,436
CCbjj-32308,415
CCbjj-32309,243
CCbjj-32310,370
CCbjj-32311,137
CCbjj-32312,153
CCbjj-32313,462
CCbjj-32314,494
CCbjj-32315,197
CCbjj-32316,218
CCbjj-32317,316
CCbjj-32318,118
CCbjj-32319,420
CCbjj-32320,54
CCbjj-32321,495
CCbjj-32322,125
CCbjj-32323,151
CCbjj-32324,215
CCbjj-32325,90
CCbjj-32326,357
CCbjj-32327,43
CCbjj-32328,397
CCbjj-32329,163
CCbjj-32330,148
CCbjj-32331,52
CCbjj-32332,108
CCbjj-32333,499
CCbjj-32334,193
CCbjj-32335,480
CCbjj-32336,458
CCbjj-32337,457
CCbjj-32338,422
CCbjj-32339,482
CCbjj-32340,157
CCbjj-32341,41
CCbjj-32342,250
CCbjj-32343,94
CCbjj-32344,254
CCbjj-32345,213
CCbjj-32346,50
CCbjj-32347,219
CCbjj-32348,50
CCbjj-32349,120
CCbjj-32350,31
CCbjj-32351,421
CCbjj-32352,425
CCbjj-32353,179
CCbjj-32354,462
CCbjj-32355,38
CCbjj-32356,201
CCbjj-32357,451
CCbjj-32358,378
CCbjj-32359,288
CCbjj-32360,371
CCbjj-32361,353
CCbjj-32362,490
CCbjj-32363,245
CCbjj-32364,157
CCbjj-32365,159
CCbjj-32366,416
CCbjj-32367,172
CCbjj-32368,245
CCbjj-32369,79
CCbjj-32370,439
CCbjj-32371,165
CCbjj-32372,133
CCbjj-32373,210
CCbjj-32374,34
CCbjj-32375,229
CCbjj-32376,203
CCbjj-32377,68
CCbjj-32378,395
CCbjj-32379,317
CCbjj-32380,380
CCbjj-32381,345
CCbjj-32382,155
CCbjj-32383,485
CCbjj-32384,46
CCbjj-32385,280
CCbjj-32386,157
CCbjj-32387,436
CCbjj-32388,271
CCbjj-32389,490
CCbjj-32390,470
CCbjj-32391,201
CCbjj-32392,364
CCbjj-32393,330
CCbjj-32394,121
CCbjj-32395,205
CCbjj-32396,251
CCbjj-32397,44
CCbjj-32398,195
CCbjj-32399,421
CCbjj-32400,203
CCbjj-32401,364
CCbjj-32402,259
CCbjj-32403,452
CCbjj-32404,208
CCbjj-32405,191
CCbjj-32406,321
CCbjj-32407,49
CCbjj-32408,393
CCbjj-32409,42
CCbjj-32410,73
CCbjj-32411,74
CCbjj-32412,332
CCbjj-32413,50
CCbjj-32414,396
CCbjj-32415,436
CCbjj-32416,75
CCbjj-32417,288
CCbjj-32418,243
CCbjj-32419,122
CCbjj-32420,453
CCbjj-32421,251
CCbjj-32422,477
CCbjj-32423,373
CCbjj-32424,374
CCbjj-32425,489
CCbjj-32426,463
CCbjj-32427,177
CCbjj-32428,324
CCbjj-32429,179
CCbjj-32430,410
CCbjj-32431,331
CCbjj-32432,112
CCbjj-32433,61
CCbjj-32434,402
CCbjj-32435,272
CCbjj-32436,55
CCbjj-32437,329
CCbjj-32438,484
CCbjj-32439,293
CCbjj-32440,346
CCbjj-32441,296
CCbjj-32442,216
CCbjj-32443,261
CCbjj-32444,45
CCbjj-32445,486
CCbjj-32446,390
CCbjj-32447,481
CCbjj-32448,232
CCbjj-32449,295
CCbjj-32450,280
CCbjj-32451,88
CCbjj-32452,82
CCbjj-32453,70
CCbjj-32454,34
CCbjj-32455,32
CCbjj-32456,490
CCbjj-32457,493
CCbjj-32458,390
CCbjj-32459,101
CCbjj-32460,313
CCbjj-32461,437
CCbjj-32462,195
CCbjj-32463,95
CCbjj-32464,347
CCbjj-32465,291
CCbjj-32466,304
CCbjj-32467,175
CCbjj-32468,91
CCbjj-32469,67
CCbjj-32470,324
CCbjj-32471,305
CCbjj-32472,245
CCbjj-32473,85
CCbjj-32474,468
CCbjj-32475,408
CCbjj-32476,159
CCbjj-32477,257
CCbjj-32478,173
CCbjj-32479,128
CCbjj-32480,164
CCbjj-32481,473
CCbjj-32482,187
CCbjj-32483,64
CCbjj-32484,324
CCbjj-32485,456
CCbjj-32486,429
CCbjj-32487,173
CCbjj-32488,437
CCbjj-32489,427
CCbjj-32490,45
CCbjj-32491,317
CCbjj-32492,465
CCbjj-32493,356
CCbjj-32494,374
CCbjj-32495,116
CCbjj-32496,287
CCbjj-32497,486
CCbjj-32498,130
CCbjj-32499,445
CCbjj-32500,72
CCbjj-32501,243
CCbjj-32502,47
CCbjj-32503,455
CCbjj-32504,154
CCbjj-32505,220
CCbjj-32506,139
CCbjj-32507,116
CCbjj-32508,294
CCbjj-32509,248
CCbjj-32510,166
CCbjj-32511,370
CCbjj-32512,174
CCbjj-32513,290
CCbjj-32514,427
CCbjj-32515,239
CCbjj-32516,181
CCbjj-32517,400
CCbjj-32518,486
CCbjj-32519,188
CCbjj-32520,370
CCbjj-32521,220
CCbjj-32522,183
CCbjj-32523,302
CCbjj-32524,289
CCbjj-32525,164
CCbjj-32526,160
CCbjj-32527,454
CCbjj-32528,285
CCbjj-32529,252
CCbjj-32530,434
CCbjj-32531,89
CCbjj-32532,283
CCbjj-32533,363
CCbjj-32534,73
CCbjj-32535,248
CCbjj-32536,451
CCbjj-32537,52
CCbjj-32538,487
CCbjj-32539,395
CCbjj-32540,218
CCbjj-32541,178
CCbjj-32542,160
CCbjj-32543,77
CCbjj-32544,40
CCbjj-32545,426
CCbjj-32546,166
CCbjj-32547,236
CCbjj-32548,208
CCbjj-32549,479
CCbjj-32550,245
CCbjj-32551,490
CCbjj-32552,373
CCbjj-32553,52
CCbjj-32554,319
CCbjj-32555,224
CCbjj-32556,235
CCbjj-32557,183
CCbjj-32558,346
CCbjj-32559,222
CCbjj-32560,122
CCbjj-32561,41
CCbjj-32562,290
CCbjj-32563,345
CCbjj-32564,336
CCbjj-32565,337
CCbjj-32566,262
CCbjj-32567,84
CCbjj-32568,100
CCbjj-32569,128
CCbjj-32570,356
CCbjj-32571,332
CCbjj-32572,125
CCbjj-32573,156
CCbjj-32574,441
CCbjj-32575,200
CCbjj-32576,86
CCbjj-32577,231
CCbjj-32578,254
CCbjj-32579,102
CCbjj-32580,448
CCbjj-32581,227
CCbjj-32582,175
CCbjj-32583,481
CCbjj-32584,368
CCbjj-32585,227
CCbjj-32586,126
CCbjj-32587,481
CCbjj-32588,254
CCbjj-32589,334
CCbjj-32590,33
CCbjj-32591,242
CCbjj-32592,57
CCbjj-32593,93
CCbjj-32594,292
CCbjj-32595,101
CCbjj-32596,384
CCbjj-32597,169
CCbjj-32598,368
CCbjj-32599,199
CCbjj-32600,273
CCbjj-32601,451
CCbjj-32602,303
CCbjj-32603,313
CCbjj-32604,221
CCbjj-32605,323
CCbjj-32606,125
CCbjj-32607,88
CCbjj-32608,379
CCbjj-32609,445
CCbjj-32610,115
CCbjj-32611,79
CCbjj-32612,226
CCbjj-32613,281
CCbjj-32614,408
CCbjj-32615,228
CCbjj-32616,230
CCbjj-32617,416
CCbjj-32618,468
CCbjj-32619,304
CCbjj-32620,265
CCbjj-32621,47
CCbjj-32622,187
CCbjj-32623,81
CCbjj-32624,281
CCbjj-32625,357
CCbjj-32626,442
CCbjj-32627,174
CCbjj-32628,176
CCbjj-32629,213
CCbjj-32630,43
CCbjj-32631,301
CCbjj-32632,220
CCbjj-32633,108
CCbjj-32634,385
CCbjj-32635,47
CCbjj-32636,386
CCbjj-32637,252
CCbjj-32638,270
CCbjj-32639,69
CCbjj-32640,42
CCbjj-32641,358
CCbjj-32642,405
CCbjj-32643,267
CCbjj-32644,349
CCbjj-32645,462
CCbjj-32646,147
CCbjj-32647,356
CCbjj-32648,126
CCbjj-32649,181
CCbjj-32650,312
CCbjj-32651,328
CCbjj-32652,167
CCbjj-32653,284
CCbjj-32654,42
CCbjj-32655,401
CCbjj-32656,474
CCbjj-32657,307
CCbjj-32658,339
CCbjj-32659,419
CCbjj-32660,335
CCbjj-32661,178
CCbjj-32662,329
CCbjj-32663,227
CCbjj-32664,292
CCbjj-32665,64
CCbjj-32666,123
CCbjj-32667,360
CCbjj-32668,93
CCbjj-32669,283
CCbjj-32670,59
CCbjj-32671,471
CCbjj-32672,87
CCbjj-32673,434
CCbjj-32674,70
CCbjj-32675,395
CCbjj-32676,424
CCbjj-32677,99
CCbjj-32678,240
CCbjj-32679,332
CCbjj-32680,182
CCbjj-32681,317
CCbjj-32682,440
CCbjj-32683,203
CCbjj-32684,297
CCbjj-32685,42
CCbjj-32686,226
CCbjj-32687,297
CCbjj-32688,462
CCbjj-32689,400
CCbjj-32690,448
CCbjj-32691,47
CCbjj-32692,495
CCbjj-32693,480
CCbjj-32694,200
CCbjj-32695,283
CCbjj-32696,333
CCbjj-32697,236
CCbjj-32698,387
CCbjj-32699,439
CCbjj-32700,390
CCbjj-32701,478
CCbjj-32702,491
CCbjj-32703,464
CCbjj-32704,384
CCbjj-32705,422
CCbjj-32706,262
CCbjj-32707,189
CCbjj-32708,98
CCbjj-32709,86
CCbjj-32710,219
CCbjj-32711,125
CCbjj-32712,188
CCbjj-32713,227
CCbjj-32714,82
CCbjj-32715,341
CCbjj-32716,252
CCbjj-32717,380
CCbjj-32718,329
CCbjj-32719,91
CCbjj-32720,345
CCbjj-32721,196
CCbjj-32722,36
CCbjj-32723,465
CCbjj-32724,231
CCbjj-32725,282
CCbjj-32726,124
CCbjj-32727,330
CCbjj-32728,162
CCbjj-32729,317
CCbjj-32730,107
CCbjj-32731,198
CCbjj-32732,171
CCbjj-32733,165
CCbjj-32734,113
CCbjj-32735,263
CCbjj-32736,198
CCbjj-32737,132
CCbjj-32738,487
CCbjj-32739,39
CCbjj-32740,37
CCbjj-32741,238
CCbjj-32742,81
CCbjj-32743,387
CCbjj-32744,209
CCbjj-32745,272
CCbjj-32746,234
CCbjj-32747,66
CCbjj-32748,321
CCbjj-32749,178
CCbjj-32750,457
CCbjj-32751,460
CCbjj-32752,95
CCbjj-32753,123
CCbjj-32754,268
CCbjj-32755,432
CCbjj-32756,282
CCbjj-32757,261
CCbjj-32758,108
CCbjj-32759,181
CCbjj-32760,391
CCbjj-32761,490
CCbjj-32762,373
CCbjj-32763,208
CCbjj-32764,286
CCbjj-32765,136
CCbjj-32766,303
CCbjj-32767,144
CCbjj-32768,239
CCbjj-32769,464
CCbjj-32770,324
CCbjj-32771,216
CCbjj-32772,296
CCbjj-32773,185
CCbjj-32774,168
CCbjj-32775,466
CCbjj-32776,381
CCbjj-32777,191
CCbjj-32778,214
CCbjj-32779,390
CCbjj-32780,286
CCbjj-32781,172
CCbjj-32782,437
CCbjj-32783,453
CCbjj-32784,470
CCbjj-32785,479
CCbjj-32786,99
CCbjj-32787,479
CCbjj-32788,494
CCbjj-32789,484
CCbjj-32790,96
CCbjj-32791,53
CCbjj-32792,80
CCbjj-32793,411
CCbjj-32794,489
CCbjj-32795,239
CCbjj-32796,213
CCbjj-32797,357
CCbjj-32798,329
CCbjj-32799,474
CCbjj-32800,311
CCbjj-32801,350
CCbjj-32802,286
CCbjj-32803,153
CCbjj-32804,263
CCbjj-32805,288
CCbjj-32806,135
CCbjj-32807,225
CCbjj-32808,245
CCbjj-32809,233
CCbjj-32810,107
CCbjj-32811,443
CCbjj-32812,132
CCbjj-32813,62
CCbjj-32814,142
CCbjj-32815,50
CCbjj-32816,172
CCbjj-32817,348
CCbjj-32818,473
CCbjj-32819,76
CCbjj-32820,253
CCbjj-32821,258
CCbjj-32822,274
CCbjj-32823,124
CCbjj-32824,222
CCbjj-32825,336
CCbjj-32826,318
CCbjj-32827,411
CCbjj-32828,137
CCbjj-32829,488
CCbjj-32830,401
CCbjj-32831,385
CCbjj-32832,166
CCbjj-32833,316
CCbjj-32834,186
CCbjj-32835,362
CCbjj-32836,167
CCbjj-32837,166
CCbjj-32838,330
CCbjj-32839,288
CCbjj-32840,270
CCbjj-32841,111
CCbjj-32842,408
CCbjj-32843,184
CCbjj-32844,445
CCbjj-32845,293
CCbjj-32846,490
CCbjj-32847,175
CCbjj-32848,183
CCbjj-32849,109
CCbjj-32850,242
CCbjj-32851,267
CCbjj-32852,345
CCbjj-32853,266
CCbjj-32854,408
CCbjj-32855,289
CCbjj-32856,318
CCbjj-32857,60
CCbjj-32858,446
CCbjj-32859,99
CCbjj-32860,428
CCbjj-32861,492
CCbjj-32862,196
CCbjj-32863,188
CCbjj-32864,102
CCbjj-32865,409
CCbjj-32866,317
CCbjj-32867,349
CCbjj-32868,195
CCbjj-32869,199
CCbjj-32870,498
CCbjj-32871,82
CCbjj-32872,425
CCbjj-32873,192
CCbjj-32874,364
CCbjj-32875,337
CCbjj-32876,136
CCbjj-32877,121
CCbjj-32878,381
CCbjj-32879,144
CCbjj-32880,247
CCbjj-32881,475
CCbjj-32882,231
CCbjj-32883,390
CCbjj-32884,180
CCbjj-32885,414
CCbjj-32886,109
CCbjj-32887,472
CCbjj-32888,242
CCbjj-32889,204
CCbjj-32890,238
CCbjj-32891,49
CCbjj-32892,247
CCbjj-32893,302
CCbjj-32894,54
CCbjj-32895,353
CCbjj-32896,121
CCbjj-32897,478
CCbjj-32898,154
CCbjj-32899,107
CCbjj-32900,51
CCbjj-32901,235
CCbjj-32902,300
CCbjj-32903,354
CCbjj-32904,428
CCbjj-32905,401
CCbjj-32906,92
CCbjj-32907,265
CCbjj-32908,204
CCbjj-32909,447
CCbjj-32910,122
CCbjj-32911,115
CCbjj-32912,45
CCbjj-32913,100
CCbjj-32914,222
CCbjj-32915,336
CCbjj-32916,36
CCbjj-32917,263
CCbjj-32918,499
CCbjj-32919,399
CCbjj-32920,293
CCbjj-32921,286
CCbjj-32922,189
CCbjj-32923,118
CCbjj-32924,153
CCbjj-32925,458
CCbjj-32926,421
CCbjj-32927,404
CCbjj-32928,348
CCbjj-32929,245
CCbjj-32930,385
CCbjj-32931,226
CCbjj-32932,76
CCbjj-32933,322
CCbjj-32934,157
CCbjj-32935,348
CCbjj-32936,264
CCbjj-32937,263
CCbjj-32938,134
CCbjj-32939,344
CCbjj-32940,229
CCbjj-32941,280
CCbjj-32942,159
CCbjj-32943,125
CCbjj-32944,244
CCbjj-32945,61
CCbjj-32946,96
CCbjj-32947,495
CCbjj-32948,391
CCbjj-32949,399
CCbjj-32950,121
CCbjj-32951,497
CCbjj-32952,435
CCbjj-32953,158
CCbjj-32954,455
CCbjj-32955,485
CCbjj-32956,165
CCbjj-32957,497
CCbjj-32958,302
CCbjj-32959,492
CCbjj-32960,205
CCbjj-32961,499
CCbjj-32962,404
CCbjj-32963,173
CCbjj-32964,254
CCbjj-32965,373
CCbjj-32966,177
CCbjj-32967,443
CCbjj-32968,190
CCbjj-32969,118
CCbjj-32970,203
CCbjj-32971,395
CCbjj-32972,277
CCbjj-32973,278
CCbjj-32974,193
CCbjj-32975,229
CCbjj-32976,123
CCbjj-32977,237
CCbjj-32978,69
CCbjj-32979,279
CCbjj-32980,236
CCbjj-32981,56
CCbjj-32982,271
CCbjj-32983,458
CCbjj-32984,103
CCbjj-32985,437
CCbjj-32986,60
CCbjj-32987,131
CCbjj-32988,304
CCbjj-32989,341
CCbjj-32990,284
CCbjj-32991,350
CCbjj-32992,415
CCbjj-32993,68
CCbjj-32994,425
CCbjj-32995,443
CCbjj-32996,453
CCbjj-32997,170
CCbjj-32998,254
CCbjj-32999,374
CCbjj-33000,303
CCbjj-33001,101
CCbjj-33002,381
CCbjj-33003,297
CCbjj-33004,404
CCbjj-33005,467
CCbjj-33006,467
CCbjj-33007,240
CCbjj-33008,498
CCbjj-33009,329
CCbjj-33010,351
CCbjj-33011,338
CCbjj-33012,477
CCbjj-33013,89
CCbjj-33014,232
CCbjj-33015,464
CCbjj-33016,118
CCbjj-33017,158
CCbjj-33018,256
CCbjj-33019,134
CCbjj-33020,120
