id_obra,cidade,tipo_solo,nivel_chuva,risco_medio,pior_etapa,risco_pior,material_critico,taxa_insucesso
CCbjj-30772,Curitiba,Rochoso,271,8.7,Acabamento,11.43,Revestimento,0.65
CCbjj-30773,Curitiba,Rochoso,146,7.91,Acabamento,8.83,Cimento,0.72
CCbjj-30774,Rio de Janeiro,Argiloso,121,11.87,Acabamento,10.08,Tintas,0.84
CCbjj-30775,Recife,Rochoso,100,10.79,Fundação,10.76,Areia,0.58
CCbjj-30776,Belém,Argiloso,173,9.94,Estrutura,12.04,Aço,0.49
CCbjj-30777,Salvador,Rochoso,268,8.14,Estrutura,12.52,Brita,0.81
CCbjj-30778,Belo Horizonte,Argiloso,63,10.42,Estrutura,11.46,Tintas,0.59
CCbjj-30779,Manaus,Siltoso,130,7.68,Acabamento,11.01,Piso,0.69
CCbjj-30780,Porto Alegre,Argiloso,191,10.12,Estrutura,9.56,Piso,0.49
CCbjj-30781,São Paulo,Argiloso,207,8.77,Acabamento,11.37,Areia,0.7
CCbjj-30782,São Paulo,Arenoso,252,9.8,Acabamento,9.23,Aço,0.31
CCbjj-30783,Recife,Rochoso,152,6.49,Acabamento,11.59,Aço,0.86
CCbjj-30784,Curitiba,Arenoso,126,10.92,Fundação,10.4,Areia,0.8
CCbjj-30785,Fortaleza,Arenoso,98,8.23,Estrutura,10.65,Tintas,0.78
CCbjj-30786,São Paulo,Arenoso,58,6.17,Estrutura,12.71,Aço,0.49
CCbjj-30787,Belo Horizonte,Argiloso,211,9.25,Fundação,11.96,Madeira,0.85
CCbjj-30788,Belém,Arenoso,62,11.57,Fundação,10.59,Cimento,0.86
CCbjj-30789,Recife,Argiloso,230,10.97,Acabamento,8.04,Madeira,0.88
CCbjj-30790,Manaus,Arenoso,155,6.17,Fundação,12.22,Madeira,0.53
CCbjj-30791,São Paulo,Arenoso,128,6.81,Estrutura,12.9,Brita,0.71
CCbjj-30792,Belém,Rochoso,246,7.91,Estrutura,9.27,Cimento,0.72
CCbjj-30793,Porto Alegre,Arenoso,113,9.06,Fundação,9.51,Revestimento,0.73
CCbjj-30794,Belo Horizonte,Arenoso,159,8.33,Estrutura,9.89,Tintas,0.34
CCbjj-30795,São Paulo,Siltoso,132,8.31,Estrutura,11.03,Piso,0.33
CCbjj-30796,São Paulo,Siltoso,92,11.75,Estrutura,12.04,Revestimento,0.52
CCbjj-30797,Manaus,Arenoso,69,10.49,Fundação,8.61,Piso,0.45
CCbjj-30798,Belo Horizonte,Argiloso,152,6.79,Acabamento,10.77,Revestimento,0.34
CCbjj-30799,Rio de Janeiro,Siltoso,103,11.41,Fundação,8.2,Aço,0.43
CCbjj-30800,Belo Horizonte,Siltoso,286,7.65,Estrutura,10.81,Aço,0.89
CCbjj-30801,Curitiba,Argiloso,200,8.78,Estrutura,8.43,Revestimento,0.53
CCbjj-30802,Porto Alegre,Rochoso,123,7.3,Estrutura,12.42,Areia,0.4
CCbjj-30803,Belo Horizonte,Siltoso,209,11.0,Acabamento,11.89,Cimento,0.72
CCbjj-30804,Recife,Siltoso,69,11.36,Fundação,8.46,Cimento,0.67
CCbjj-30805,São Paulo,Siltoso,248,6.46,Fundação,12.83,Aço,0.81
CCbjj-30806,Salvador,Argiloso,174,8.96,Fundação,9.6,Madeira,0.68
CCbjj-30807,Belém,Rochoso,247,6.46,Acabamento,11.91,Tintas,0.53
CCbjj-30808,Belo Horizonte,Siltoso,221,7.63,Fundação,8.76,Piso,0.79
CCbjj-30809,Porto Alegre,Siltoso,229,11.65,Fundação,8.41,Aço,0.54
CCbjj-30810,Rio de Janeiro,Rochoso,143,8.2,Estrutura,8.14,Tintas,0.32
CCbjj-30811,Manaus,Rochoso,154,7.29,Fundação,11.2,Areia,0.69
CCbjj-30812,Rio de Janeiro,Siltoso,90,7.36,Fundação,10.73,Brita,0.68
CCbjj-30813,Recife,Argiloso,257,10.92,Fundação,10.98,Cimento,0.84
CCbjj-30814,Belo Horizonte,Argiloso,194,7.51,Acabamento,12.53,Brita,0.72
CCbjj-30815,Fortaleza,Argiloso,146,6.65,Estrutura,11.4,Aço,0.4
CCbjj-30816,Belo Horizonte,Argiloso,61,8.23,Acabamento,9.76,Tintas,0.34
CCbjj-30817,Manaus,Siltoso,59,11.24,Estrutura,9.59,Brita,0.44
CCbjj-30818,Recife,Siltoso,258,6.85,Estrutura,8.28,Piso,0.36
CCbjj-30819,Curitiba,Siltoso,77,9.63,Acabamento,9.24,Madeira,0.51
CCbjj-30820,Porto Alegre,Arenoso,141,7.57,Acabamento,8.82,Areia,0.38
CCbjj-30821,Porto Alegre,Rochoso,97,8.01,Fundação,8.86,Aço,0.84
CCbjj-30822,Belo Horizonte,Arenoso,206,6.77,Fundação,11.92,Cimento,0.57
CCbjj-30823,Manaus,Arenoso,87,7.84,Estrutura,12.26,Cimento,0.47
CCbjj-30824,Manaus,Argiloso,179,11.93,Estrutura,11.97,Aço,0.3
CCbjj-30825,Salvador,Arenoso,219,7.19,Estrutura,12.64,Aço,0.76
CCbjj-30826,São Paulo,Siltoso,121,9.38,Acabamento,8.98,Areia,0.9
CCbjj-30827,Belém,Rochoso,76,8.33,Acabamento,12.19,Aço,0.32
CCbjj-30828,Salvador,Arenoso,92,6.9,Acabamento,10.06,Piso,0.56
CCbjj-30829,Porto Alegre,Siltoso,115,7.17,Fundação,10.36,Madeira,0.77
CCbjj-30830,Fortaleza,Siltoso,152,11.36,Fundação,12.99,Piso,0.73
CCbjj-30831,São Paulo,Argiloso,102,6.46,Fundação,11.36,Revestimento,0.35
CCbjj-30832,Belo Horizonte,Rochoso,294,11.17,Fundação,12.69,Cimento,0.55
CCbjj-30833,Porto Alegre,Argiloso,161,11.04,Acabamento,8.75,Revestimento,0.89
CCbjj-30834,Porto Alegre,Argiloso,169,6.57,Acabamento,12.02,Cimento,0.52
CCbjj-30835,Belém,Argiloso,151,10.96,Estrutura,12.8,Brita,0.44
CCbjj-30836,São Paulo,Rochoso,120,10.45,Fundação,10.21,Revestimento,0.86
CCbjj-30837,Fortaleza,Argiloso,91,10.62,Fundação,11.35,Tintas,0.41
CCbjj-30838,Porto Alegre,Arenoso,194,8.26,Fundação,12.72,Cimento,0.54
CCbjj-30839,Curitiba,Rochoso,257,11.01,Fundação,12.44,Tintas,0.72
CCbjj-30840,São Paulo,Argiloso,274,10.86,Acabamento,8.4,Revestimento,0.41
CCbjj-30841,Manaus,Arenoso,235,9.99,Acabamento,9.82,Piso,0.78
CCbjj-30842,Curitiba,Argiloso,222,7.46,Acabamento,8.45,Areia,0.57
CCbjj-30843,Belo Horizonte,Rochoso,167,10.92,Acabamento,12.21,Piso,0.41
CCbjj-30844,Salvador,Argiloso,295,11.48,Fundação,8.3,Areia,0.52
CCbjj-30845,Manaus,Argiloso,112,6.53,Fundação,8.68,Brita,0.66
CCbjj-30846,Curitiba,Rochoso,58,6.74,Fundação,12.69,Tintas,0.54
CCbjj-30847,Manaus,Argiloso,55,8.36,Estrutura,9.37,Brita,0.82
CCbjj-30848,Curitiba,Rochoso,64,8.55,Acabamento,8.44,Cimento,0.43
CCbjj-30849,Belo Horizonte,Arenoso,139,7.99,Estrutura,10.39,Tintas,0.82
CCbjj-30850,Manaus,Argiloso,107,11.14,Acabamento,8.92,Madeira,0.4
CCbjj-30851,Belo Horizonte,Siltoso,63,9.44,Estrutura,8.07,Cimento,0.38
CCbjj-30852,Belém,Siltoso,152,11.02,Fundação,10.36,Cimento,0.31
CCbjj-30853,Manaus,Arenoso,291,11.26,Estrutura,10.16,Tintas,0.44
CCbjj-30854,Fortaleza,Arenoso,149,9.97,Fundação,10.3,Aço,0.36
CCbjj-30855,Recife,Arenoso,260,8.01,Acabamento,8.5,Tintas,0.68
CCbjj-30856,Fortaleza,Siltoso,188,10.57,Acabamento,11.72,Revestimento,0.72
CCbjj-30857,Curitiba,Arenoso,186,7.67,Acabamento,11.26,Piso,0.34
CCbjj-30858,Belém,Rochoso,206,7.31,Acabamento,10.53,Revestimento,0.55
CCbjj-30859,São Paulo,Argiloso,247,11.61,Fundação,9.27,Revestimento,0.88
CCbjj-30860,Belo Horizonte,Rochoso,240,6.02,Estrutura,11.37,Revestimento,0.81
CCbjj-30861,Fortaleza,Arenoso,259,10.67,Acabamento,11.53,Areia,0.79
CCbjj-30862,Porto Alegre,Rochoso,134,7.21,Fundação,10.61,Revestimento,0.74
CCbjj-30863,Salvador,Argiloso,189,6.88,Estrutura,8.63,Piso,0.58
CCbjj-30864,Manaus,Rochoso,213,11.34,Fundação,8.47,Aço,0.67
CCbjj-30865,Salvador,Arenoso,50,11.69,Acabamento,9.57,Brita,0.79
CCbjj-30866,Manaus,Argiloso,51,6.43,Fundação,8.24,Brita,0.84
CCbjj-30867,Curitiba,Arenoso,65,11.42,Acabamento,9.78,Cimento,0.69
CCbjj-30868,Curitiba,Arenoso,247,10.44,Estrutura,9.27,Tintas,0.82
CCbjj-30869,Salvador,Arenoso,249,7.57,Acabamento,9.93,Madeira,0.55
CCbjj-30870,Salvador,Rochoso,118,11.42,Acabamento,8.28,Revestimento,0.76
CCbjj-30871,Rio de Janeiro,Siltoso,238,6.28,Fundação,12.25,Revestimento,0.5
CCbjj-30872,São Paulo,Argiloso,240,9.76,Fundação,10.74,Tintas,0.6
CCbjj-30873,Belo Horizonte,Siltoso,95,10.54,Estrutura,10.61,Areia,0.33
CCbjj-30874,Porto Alegre,Arenoso,202,10.04,Fundação,11.03,Tintas,0.8
CCbjj-30875,Belém,Rochoso,70,8.94,Fundação,8.36,Cimento,0.86
CCbjj-30876,São Paulo,Siltoso,233,10.9,Fundação,12.01,Madeira,0.39
CCbjj-30877,Salvador,Rochoso,56,10.12,Fundação,9.09,Tintas,0.86
CCbjj-30878,Salvador,Arenoso,89,8.26,Acabamento,10.5,Revestimento,0.55
CCbjj-30879,Salvador,Rochoso,237,7.1,Estrutura,11.97,Aço,0.45
CCbjj-30880,Recife,Argiloso,259,8.36,Fundação,10.68,Cimento,0.66
CCbjj-30881,Fortaleza,Argiloso,198,10.59,Acabamento,9.18,Aço,0.37
CCbjj-30882,Belo Horizonte,Rochoso,99,9.28,Acabamento,12.53,Brita,0.69
CCbjj-30883,Curitiba,Arenoso,154,10.77,Fundação,10.33,Tintas,0.42
CCbjj-30884,Belo Horizonte,Argiloso,205,10.06,Estrutura,8.7,Brita,0.34
CCbjj-30885,Rio de Janeiro,Siltoso,140,8.41,Fundação,9.3,Brita,0.78
CCbjj-30886,Curitiba,Rochoso,202,11.68,Acabamento,8.24,Tintas,0.39
CCbjj-30887,Belém,Rochoso,126,8.64,Acabamento,9.19,Cimento,0.33
CCbjj-30888,Recife,Arenoso,165,11.9,Acabamento,11.03,Piso,0.42
CCbjj-30889,Recife,Arenoso,285,6.34,Acabamento,9.4,Aço,0.63
CCbjj-30890,São Paulo,Argiloso,74,8.88,Acabamento,8.03,Aço,0.43
CCbjj-30891,Porto Alegre,Argiloso,200,8.01,Acabamento,10.06,Brita,0.51
CCbjj-30892,São Paulo,Arenoso,70,6.2,Fundação,8.61,Aço,0.54
CCbjj-30893,São Paulo,Argiloso,56,8.39,Estrutura,12.35,Aço,0.53
CCbjj-30894,Belo Horizonte,Argiloso,270,9.18,Acabamento,11.58,Aço,0.39
CCbjj-30895,Fortaleza,Argiloso,83,10.01,Estrutura,9.74,Revestimento,0.49
CCbjj-30896,Manaus,Arenoso,136,8.66,Acabamento,11.42,Piso,0.72
CCbjj-30897,Curitiba,Rochoso,174,10.56,Acabamento,11.29,Cimento,0.45
CCbjj-30898,Fortaleza,Rochoso,241,7.49,Acabamento,11.22,Brita,0.86
CCbjj-30899,Recife,Argiloso,228,9.89,Estrutura,12.04,Tintas,0.64
CCbjj-30900,Fortaleza,Arenoso,63,8.51,Estrutura,12.37,Brita,0.31
CCbjj-30901,Fortaleza,Argiloso,280,9.69,Acabamento,11.5,Revestimento,0.48
CCbjj-30902,Salvador,Rochoso,141,10.82,Estrutura,8.66,Areia,0.55
CCbjj-30903,Rio de Janeiro,Arenoso,214,10.03,Acabamento,8.82,Piso,0.62
CCbjj-30904,Recife,Argiloso,95,7.03,Acabamento,12.8,Cimento,0.5
CCbjj-30905,Rio de Janeiro,Siltoso,153,6.64,Acabamento,8.09,Piso,0.88
CCbjj-30906,Salvador,Arenoso,203,6.11,Estrutura,12.65,Revestimento,0.46
CCbjj-30907,Belém,Siltoso,165,11.76,Estrutura,9.39,Aço,0.3
CCbjj-30908,Belo Horizonte,Arenoso,228,11.99,Fundação,9.4,Cimento,0.86
CCbjj-30909,Belém,Argiloso,235,7.09,Estrutura,12.09,Brita,0.31
CCbjj-30910,Rio de Janeiro,Rochoso,271,11.86,Fundação,11.28,Cimento,0.51
CCbjj-30911,Porto Alegre,Siltoso,94,11.31,Estrutura,10.95,Aço,0.5
CCbjj-30912,Belo Horizonte,Rochoso,210,9.54,Estrutura,11.29,Tintas,0.38
CCbjj-30913,Belém,Argiloso,70,7.74,Estrutura,10.26,Aço,0.66
CCbjj-30914,Manaus,Rochoso,104,11.87,Fundação,8.36,Revestimento,0.31
CCbjj-30915,Belo Horizonte,Argiloso,121,9.5,Fundação,11.73,Tintas,0.43
CCbjj-30916,Curitiba,Siltoso,140,7.45,Acabamento,8.13,Piso,0.33
CCbjj-30917,Recife,Arenoso,168,8.26,Estrutura,12.83,Areia,0.8
CCbjj-30918,Manaus,Arenoso,85,8.51,Estrutura,12.77,Tintas,0.89
CCbjj-30919,Rio de Janeiro,Rochoso,221,9.76,Fundação,10.18,Cimento,0.72
CCbjj-30920,Manaus,Siltoso,114,11.14,Acabamento,12.75,Piso,0.7
CCbjj-30921,Manaus,Siltoso,230,11.16,Estrutura,12.93,Piso,0.56
CCbjj-30922,Manaus,Argiloso,225,7.79,Acabamento,9.59,Brita,0.8
CCbjj-30923,Porto Alegre,Arenoso,54,7.49,Fundação,8.77,Areia,0.46
CCbjj-30924,Recife,Arenoso,292,10.28,Estrutura,12.11,Cimento,0.84
CCbjj-30925,Porto Alegre,Argiloso,124,9.12,Acabamento,11.34,Aço,0.69
CCbjj-30926,Rio de Janeiro,Rochoso,236,11.55,Fundação,8.39,Cimento,0.53
CCbjj-30927,São Paulo,Siltoso,80,7.89,Acabamento,12.63,Tintas,0.64
CCbjj-30928,São Paulo,Arenoso,267,7.0,Acabamento,11.94,Tintas,0.52
CCbjj-30929,Manaus,Rochoso,87,11.61,Acabamento,8.73,Areia,0.72
CCbjj-30930,Manaus,Siltoso,252,6.02,Acabamento,12.75,Areia,0.53
CCbjj-30931,Curitiba,Rochoso,162,10.46,Fundação,9.44,Cimento,0.79
CCbjj-30932,Belo Horizonte,Rochoso,150,7.66,Acabamento,8.94,Madeira,0.74
CCbjj-30933,Salvador,Argiloso,127,8.29,Acabamento,8.48,Brita,0.3
CCbjj-30934,Belo Horizonte,Argiloso,281,10.03,Fundação,10.91,Tintas,0.54
CCbjj-30935,Belém,Arenoso,111,11.41,Fundação,11.12,Brita,0.71
CCbjj-30936,Salvador,Rochoso,171,8.44,Acabamento,8.65,Piso,0.38
CCbjj-30937,Rio de Janeiro,Rochoso,208,9.27,Acabamento,9.43,Cimento,0.85
CCbjj-30938,Rio de Janeiro,Argiloso,260,11.72,Estrutura,11.59,Piso,0.6
CCbjj-30939,Rio de Janeiro,Rochoso,189,8.73,Estrutura,10.1,Areia,0.84
CCbjj-30940,Porto Alegre,Arenoso,98,10.66,Acabamento,9.9,Tintas,0.85
CCbjj-30941,Salvador,Arenoso,97,10.65,Acabamento,9.53,Aço,0.71
CCbjj-30942,Rio de Janeiro,Rochoso,186,7.26,Estrutura,8.94,Brita,0.63
CCbjj-30943,Fortaleza,Siltoso,272,8.34,Fundação,8.99,Madeira,0.63
CCbjj-30944,Rio de Janeiro,Argiloso,124,11.53,Estrutura,12.86,Madeira,0.65
CCbjj-30945,Porto Alegre,Argiloso,206,10.42,Acabamento,12.08,Tintas,0.64
CCbjj-30946,São Paulo,Argiloso,149,9.61,Acabamento,11.04,Piso,0.42
CCbjj-30947,Fortaleza,Arenoso,116,7.05,Estrutura,11.52,Aço,0.34
CCbjj-30948,Belém,Argiloso,286,8.83,Acabamento,8.01,Madeira,0.46
CCbjj-30949,Rio de Janeiro,Arenoso,52,10.22,Acabamento,8.38,Tintas,0.76
CCbjj-30950,Curitiba,Argiloso,288,11.06,Estrutura,9.12,Madeira,0.46
CCbjj-30951,Belo Horizonte,Argiloso,193,7.39,Fundação,11.68,Revestimento,0.89
CCbjj-30952,Fortaleza,Arenoso,227,10.47,Acabamento,8.12,Brita,0.45
CCbjj-30953,Manaus,Argiloso,54,6.63,Fundação,11.74,Tintas,0.8
CCbjj-30954,Curitiba,Argiloso,80,10.93,Estrutura,11.52,Areia,0.71
CCbjj-30955,Recife,Rochoso,74,11.44,Estrutura,10.87,Piso,0.75
CCbjj-30956,Recife,Rochoso,183,10.44,Fundação,9.38,Madeira,0.88
CCbjj-30957,Curitiba,Arenoso,201,7.87,Fundação,8.88,Madeira,0.56
CCbjj-30958,Recife,Arenoso,73,9.37,Acabamento,10.23,Aço,0.6
CCbjj-30959,Manaus,Siltoso,133,9.24,Acabamento,8.18,Cimento,0.66
CCbjj-30960,Salvador,Siltoso,251,6.74,Fundação,9.83,Aço,0.8
CCbjj-30961,Salvador,Rochoso,97,9.67,Acabamento,10.25,Brita,0.55
CCbjj-30962,Salvador,Siltoso,182,8.63,Estrutura,10.84,Piso,0.42
CCbjj-30963,Curitiba,Rochoso,251,7.0,Fundação,9.17,Cimento,0.3
CCbjj-30964,Salvador,Arenoso,155,7.83,Estrutura,11.17,Aço,0.4
CCbjj-30965,Belo Horizonte,Arenoso,284,6.71,Fundação,8.97,Piso,0.63
CCbjj-30966,Porto Alegre,Rochoso,279,7.47,Estrutura,12.44,Aço,0.88
CCbjj-30967,Rio de Janeiro,Arenoso,245,7.43,Fundação,11.92,Madeira,0.45
CCbjj-30968,Salvador,Siltoso,190,7.69,Fundação,9.92,Madeira,0.39
CCbjj-30969,São Paulo,Arenoso,268,9.67,Estrutura,11.74,Tintas,0.78
CCbjj-30970,Belo Horizonte,Argiloso,297,8.99,Acabamento,9.91,Aço,0.79
CCbjj-30971,Salvador,Siltoso,76,9.25,Acabamento,10.85,Brita,0.38
CCbjj-30972,Salvador,Siltoso,104,8.1,Estrutura,9.06,Piso,0.68
CCbjj-30973,Fortaleza,Argiloso,52,10.44,Estrutura,10.13,Aço,0.86
CCbjj-30974,São Paulo,Arenoso,227,7.79,Acabamento,11.11,Areia,0.52
CCbjj-30975,Belo Horizonte,Rochoso,103,8.0,Fundação,12.95,Tintas,0.72
CCbjj-30976,Salvador,Arenoso,140,9.58,Fundação,12.94,Cimento,0.83
CCbjj-30977,Porto Alegre,Rochoso,224,7.37,Fundação,10.25,Areia,0.58
CCbjj-30978,Porto Alegre,Argiloso,78,9.46,Estrutura,11.42,Brita,0.75
CCbjj-30979,São Paulo,Arenoso,159,9.56,Acabamento,11.95,Piso,0.31
CCbjj-30980,Salvador,Rochoso,262,8.78,Estrutura,11.34,Cimento,0.54
CCbjj-30981,Rio de Janeiro,Siltoso,237,6.94,Acabamento,10.03,Tintas,0.45
CCbjj-30982,Rio de Janeiro,Argiloso,254,10.76,Estrutura,11.78,Piso,0.7
CCbjj-30983,Salvador,Argiloso,157,8.19,Fundação,12.77,Brita,0.78
CCbjj-30984,Belo Horizonte,Argiloso,112,6.04,Fundação,10.17,Tintas,0.52
CCbjj-30985,São Paulo,Siltoso,171,9.84,Estrutura,12.77,Tintas,0.59
CCbjj-30986,Fortaleza,Rochoso,267,9.16,Fundação,11.45,Revestimento,0.64
CCbjj-30987,Manaus,Argiloso,71,8.49,Fundação,10.52,Brita,0.86
CCbjj-30988,Belo Horizonte,Argiloso,181,9.4,Fundação,11.78,Piso,0.61
CCbjj-30989,Rio de Janeiro,Rochoso,256,11.1,Fundação,10.77,Aço,0.89
CCbjj-30990,Belo Horizonte,Argiloso,121,7.22,Fundação,12.12,Piso,0.57
CCbjj-30991,Porto Alegre,Rochoso,204,6.69,Fundação,9.99,Areia,0.76
CCbjj-30992,Belém,Arenoso,188,6.14,Fundação,8.31,Piso,0.76
CCbjj-30993,Manaus,Rochoso,75,11.4,Acabamento,10.18,Revestimento,0.65
CCbjj-30994,Recife,Arenoso,291,6.61,Acabamento,9.3,Brita,0.34
CCbjj-30995,Salvador,Siltoso,270,8.46,Fundação,11.07,Brita,0.51
CCbjj-30996,Manaus,Argiloso,117,9.99,Estrutura,12.08,Brita,0.52
CCbjj-30997,Fortaleza,Arenoso,269,6.24,Estrutura,9.92,Cimento,0.31
CCbjj-30998,Manaus,Siltoso,68,8.71,Fundação,8.8,Revestimento,0.77
CCbjj-30999,São Paulo,Argiloso,52,10.83,Acabamento,10.02,Aço,0.51
CCbjj-31000,São Paulo,Argiloso,78,8.37,Estrutura,9.37,Piso,0.84
CCbjj-31001,Curitiba,Siltoso,250,8.92,Estrutura,10.69,Madeira,0.46
CCbjj-31002,Rio de Janeiro,Rochoso,87,10.02,Acabamento,9.83,Madeira,0.54
CCbjj-31003,Salvador,Siltoso,106,11.87,Estrutura,9.11,Tintas,0.84
CCbjj-31004,Manaus,Arenoso,290,10.45,Estrutura,9.25,Brita,0.41
CCbjj-31005,Recife,Siltoso,57,11.75,Estrutura,11.53,Aço,0.79
CCbjj-31006,Salvador,Arenoso,138,7.05,Fundação,9.15,Tintas,0.48
CCbjj-31007,Belém,Argiloso,72,10.86,Acabamento,11.18,Brita,0.46
CCbjj-31008,Fortaleza,Arenoso,97,11.14,Estrutura,8.52,Brita,0.61
CCbjj-31009,Belo Horizonte,Siltoso,257,11.68,Fundação,8.75,Madeira,0.59
CCbjj-31010,Porto Alegre,Argiloso,162,6.56,Fundação,11.82,Tintas,0.61
CCbjj-31011,São Paulo,Rochoso,82,11.78,Estrutura,12.95,Aço,0.79
CCbjj-31012,Porto Alegre,Rochoso,252,7.53,Fundação,8.8,Piso,0.71
CCbjj-31013,Belém,Siltoso,257,10.26,Fundação,8.93,Revestimento,0.9
CCbjj-31014,Curitiba,Arenoso,68,8.02,Fundação,10.58,Revestimento,0.68
CCbjj-31015,Porto Alegre,Rochoso,296,7.79,Acabamento,11.99,Aço,0.7
CCbjj-31016,São Paulo,Rochoso,169,10.7,Estrutura,11.54,Cimento,0.54
CCbjj-31017,Porto Alegre,Siltoso,166,9.25,Acabamento,10.4,Madeira,0.52
CCbjj-31018,Recife,Rochoso,135,11.2,Acabamento,12.06,Areia,0.85
CCbjj-31019,Salvador,Siltoso,156,6.22,Estrutura,10.12,Tintas,0.44
CCbjj-31020,Porto Alegre,Siltoso,149,7.69,Fundação,11.17,Madeira,0.49
CCbjj-31021,São Paulo,Arenoso,181,9.7,Estrutura,12.25,Tintas,0.65
CCbjj-31022,Belém,Rochoso,231,10.69,Fundação,12.65,Piso,0.74
CCbjj-31023,Fortaleza,Argiloso,83,6.81,Acabamento,9.31,Areia,0.43
CCbjj-31024,Belém,Rochoso,253,6.21,Estrutura,9.72,Brita,0.53
CCbjj-31025,Manaus,Rochoso,285,8.56,Fundação,12.22,Tintas,0.66
CCbjj-31026,Manaus,Rochoso,91,10.54,Fundação,11.44,Tintas,0.39
CCbjj-31027,São Paulo,Siltoso,197,6.24,Acabamento,12.15,Piso,0.69
CCbjj-31028,São Paulo,Argiloso,183,6.92,Estrutura,12.72,Aço,0.53
CCbjj-31029,Salvador,Siltoso,208,10.82,Estrutura,12.1,Cimento,0.63
CCbjj-31030,Fortaleza,Siltoso,59,9.39,Estrutura,11.39,Tintas,0.52
CCbjj-31031,Belo Horizonte,Rochoso,112,8.96,Fundação,10.84,Aço,0.82
CCbjj-31032,Fortaleza,Siltoso,66,8.23,Acabamento,9.32,Madeira,0.75
CCbjj-31033,Curitiba,Argiloso,155,9.85,Fundação,12.2,Cimento,0.64
CCbjj-31034,Salvador,Argiloso,218,8.55,Estrutura,11.88,Madeira,0.61
CCbjj-31035,Belo Horizonte,Argiloso,108,8.9,Fundação,8.12,Cimento,0.73
CCbjj-31036,Fortaleza,Arenoso,261,11.4,Acabamento,11.69,Cimento,0.56
CCbjj-31037,Recife,Arenoso,258,9.81,Acabamento,10.8,Piso,0.41
CCbjj-31038,Porto Alegre,Arenoso,260,9.93,Estrutura,12.39,Brita,0.48
CCbjj-31039,Belo Horizonte,Siltoso,103,7.21,Fundação,8.18,Tintas,0.78
CCbjj-31040,Rio de Janeiro,Arenoso,288,11.6,Estrutura,8.54,Tintas,0.66
CCbjj-31041,Curitiba,Argiloso,161,10.8,Acabamento,9.77,Piso,0.35
CCbjj-31042,São Paulo,Siltoso,279,7.56,Estrutura,9.6,Piso,0.8
CCbjj-31043,Fortaleza,Rochoso,50,11.45,Fundação,11.94,Madeira,0.43
CCbjj-31044,Fortaleza,Siltoso,192,7.11,Fundação,10.15,Revestimento,0.68
CCbjj-31045,Belém,Arenoso,80,10.1,Acabamento,12.68,Areia,0.54
CCbjj-31046,Belo Horizonte,Arenoso,113,7.68,Acabamento,11.78,Piso,0.83
CCbjj-31047,Fortaleza,Arenoso,114,6.06,Acabamento,9.54,Cimento,0.34
CCbjj-31048,Recife,Rochoso,243,7.03,Acabamento,8.66,Piso,0.31
CCbjj-31049,Rio de Janeiro,Arenoso,178,7.93,Acabamento,10.11,Madeira,0.86
CCbjj-31050,Belo Horizonte,Siltoso,88,8.7,Fundação,11.29,Piso,0.69
CCbjj-31051,Fortaleza,Rochoso,64,6.45,Acabamento,11.24,Revestimento,0.53
CCbjj-31052,Curitiba,Arenoso,187,6.14,Acabamento,12.31,Madeira,0.51
CCbjj-31053,Curitiba,Rochoso,245,6.01,Estrutura,9.46,Cimento,0.63
CCbjj-31054,Fortaleza,Arenoso,108,8.63,Fundação,10.92,Areia,0.87
CCbjj-31055,Belo Horizonte,Siltoso,219,6.45,Estrutura,9.25,Madeira,0.3
CCbjj-31056,Porto Alegre,Rochoso,154,11.49,Acabamento,8.34,Areia,0.41
CCbjj-31057,Fortaleza,Argiloso,131,6.95,Estrutura,11.12,Cimento,0.65
CCbjj-31058,Manaus,Rochoso,226,8.65,Fundação,8.73,Cimento,0.39
CCbjj-31059,Manaus,Siltoso,235,10.84,Fundação,11.13,Revestimento,0.45
CCbjj-31060,Fortaleza,Argiloso,75,11.44,Estrutura,10.34,Madeira,0.44
CCbjj-31061,Belém,Arenoso,67,8.45,Estrutura,8.4,Piso,0.79
CCbjj-31062,São Paulo,Argiloso,180,7.1,Estrutura,8.75,Brita,0.45
CCbjj-31063,Salvador,Argiloso,155,9.76,Acabamento,12.12,Cimento,0.51
CCbjj-31064,Belo Horizonte,Rochoso,274,6.22,Estrutura,9.73,Brita,0.89
CCbjj-31065,Curitiba,Argiloso,107,7.92,Fundação,11.69,Aço,0.48
CCbjj-31066,Fortaleza,Arenoso,287,8.06,Estrutura,9.1,Piso,0.73
CCbjj-31067,Manaus,Siltoso,155,6.42,Acabamento,10.08,Areia,0.72
CCbjj-31068,Curitiba,Rochoso,221,7.31,Acabamento,10.52,Tintas,0.32
CCbjj-31069,Recife,Siltoso,228,6.71,Acabamento,11.36,Tintas,0.88
CCbjj-31070,Manaus,Arenoso,142,9.82,Acabamento,11.79,Areia,0.87
CCbjj-31071,Recife,Arenoso,60,9.31,Fundação,10.53,Aço,0.54
CCbjj-31072,Belo Horizonte,Siltoso,172,11.67,Fundação,9.74,Areia,0.8
CCbjj-31073,Porto Alegre,Arenoso,75,7.11,Estrutura,12.55,Brita,0.58
CCbjj-31074,Recife,Siltoso,128,10.66,Fundação,8.35,Aço,0.86
CCbjj-31075,São Paulo,Argiloso,151,11.12,Acabamento,11.1,Revestimento,0.72
